title,residential_complex,char_total_area,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_высота_потолков,char_flat_вид_из_окон,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_living_area,char_площадь кухни,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_санузел,char_flat_балкон/лоджия,char_flat_отделка,char_building_количество_лифтов,char_building_парковка,hc_decoration_options,char_building_пандус
"Продается студия, 23,9 м²",ЖК «Витебский парк»,"23,9 м²",8,12,2028,Не сдан,Чистовая,Новостройка,"23,9 м²","2,62 м",На улицу,Монолитный,р-н Фрунзенский,,3,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"5 просмотров, нет за сегодня","13,3 м²",5 м²,"13,3 м²",5 м²,1 совмещенный,,Чистовая,2 пассажирских,Открытая,"Чистовая, Предчистовая",
"Продается 1-комн. квартира, 40,86 м²",ЖК «ЦДС Dreamline (Дримлайн)»,"40,86 м²",2,17,2027,Не сдан,,Новостройка,"40,86 м²","2,75 м",,Монолитный,р-н Приморский,24,3,"Комендантский проспект, Старая Деревня, Пионерская","11 мин., 11 мин., 12 мин.",ЦДС,Комфорт,"Монолитный, кирпичный",Отдельная многоуровневая,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"3 просмотра, нет за сегодня",,,,,,,,"16 пассажирских, 2 грузовых",,,
"Продается 1-комн. квартира, 34,8 м²",ЖК «Монография»,"34,8 м²",2,12,2025,Сдан,,Новостройка,"34,8 м²","2,72 м",,Монолитный,р-н Пушкинский,14к1,3,"Звездная, Купчино, Шушары","10 мин., 13 мин., 13 мин.",Группа Эталон,Комфорт,Монолитный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"7 просмотров, нет за сегодня",,,,,,,,30 пассажирских,,,Есть
"Продается студия, 24,75 м²",ЖК «Квартал бизнес-класса Б15»,"24,75 м²",5,17,2026,Не сдан,С отделкой,Новостройка,"24,75 м²","2,73 м",,Монолитно-кирпичный,р-н Калининский,Б15 жилой квартал,3,"Лесная, Выборгская, Площадь Ленина","5 мин., 7 мин., 7 мин.",КВС,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,True,"13 просмотров, нет за сегодня","10,1 м²",,"10,1 м²",,,,С отделкой,"11 пассажирских, 11 грузовых",,"Чистовая, Предчистовая",
"Продается студия, 26,8 м²",ЖК «Витебский парк»,"26,8 м²",10,12,2028,Не сдан,Предчистовая,Новостройка,"26,8 м²","2,68 м",На улицу,Монолитный,р-н Фрунзенский,,3,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"4 просмотра, нет за сегодня","13,6 м²","5,8 м²","13,6 м²","5,8 м²",1 совмещенный,,Предчистовая,2 пассажирских,Открытая,"Чистовая, Предчистовая",
"Продается 1-комн. квартира, 39,71 м²",ЖК «Дубровский»,"39,71 м²",1,4,2027,Не сдан,С отделкой,Новостройка,"39,71 м²",,,Монолитно-кирпичный,р-н Пушкинский,,3,"Купчино, Звездная, Шушары","24 мин., 25 мин., 27 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"5 просмотров, нет за сегодня",14 м²,"15,5 м²",14 м²,"15,5 м²",,,С отделкой,,,"Чистовая, Предчистовая",
"Продается 2-комн. квартира, 61,83 м²",ЖК «UP-квартал Новый Московский»,"61,83 м²",6,10,2025,Сдан,Без отделки,Новостройка,"61,83 м²",,На улицу и двор,Монолитно-кирпичный,р-н Пушкинский,323,3,"Шушары, Дунайская, Обухово","16 мин., 21 мин., 22 мин.",ГК ФСК,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"84 просмотра, нет за сегодня","27,5 м²","15,5 м²","27,5 м²","15,5 м²",,,Без отделки,"1 пассажирский, 1 грузовой",,"Чистовая, Черновая, Без отделки",Есть
"Продается 1-комн. квартира, 36,57 м²",ЖК «ИСКРА-Сити»,"36,57 м²",13,18,2027,Не сдан,,Новостройка,"36,57 м²","2,7 м",,Монолитный,р-н Невский,37,3,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","6 мин., 6 мин., 8 мин.",ГК Лидер Групп,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Внутренний двор, Архитектура",,True,"12 просмотров, 5 за сегодня",,,,,,,,,,,
"Продается 1-комн. квартира, 31,75 м²",ЖК «Кинопарк»,"31,75 м²",6,9,2028,Не сдан,Без отделки,Новостройка,"31,75 м²",3 м,Во двор,Монолитно-кирпичный,р-н Красносельский,,3,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","9 мин., 11 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,"Монолитно-кирпичный, монолитный","Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"85 просмотров, нет за сегодня","12,5 м²","11,8 м²","12,5 м²","11,8 м²",1 совмещенный,,,14 пассажирских,,,Есть
"Продается 1-комн. квартира, 34,35 м²",ЖК «БФА в Озерках»,"34,35 м²",2,7,2025,Сдан,,Новостройка,"34,35 м²","2,74 м",,Монолитно-кирпичный,р-н Выборгский,8,3,"Проспект Просвещения, Озерки, Парнас","8 мин., 9 мин., 11 мин.",БФА-Девелопмент,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"17 просмотров, 5 за сегодня",,,,,,,,1 пассажирский,,,
"Продается 1-комн. квартира, 48,14 м²",ЖК «Образцовый квартал 17»,"48,14 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"48,14 м²","2,87 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 21 мин.",,,,,,,,True,"23 просмотра, нет за сегодня","14,8 м²","7,8 м²","14,8 м²","7,8 м²",1 совмещенный,1 балкон,Предчистовая,1 пассажирский,Наземная,,
